customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,internet_service,contract,payment_method,monthly_charges,total_charges,actual_churn,churn_probability,predicted_churn,risk_level,prediction_date
3339-EAQNV,Male,1,Yes,No,72,Yes,Fiber optic,One year,Credit card (automatic),97.25,7133.1,0,0.42816864607582344,0,MEDIUM RISK,2026-08-30 13:02:06
0921-OHLVP,Male,0,No,No,22,Yes,Fiber optic,Month-to-month,Electronic check,83.05,1799.3,0,0.7462231240991496,1,HIGH RISK,2026-08-30 13:02:06
3389-YGYAI,Female,1,No,No,8,Yes,Fiber optic,Month-to-month,Electronic check,105.5,829.55,1,0.9316294920665233,1,HIGH RISK,2026-08-30 13:02:06
9560-ARGQJ,Female,0,No,Yes,16,Yes,Fiber optic,Month-to-month,Electronic check,81.0,1312.15,1,0.7369304675289875,1,HIGH RISK,2026-08-30 13:02:06
8350-NYMVI,Female,0,No,No,39,No,DSL,Month-to-month,Bank transfer (automatic),41.1,1597.05,0,0.21488154987325037,0,LOW RISK,2026-08-30 13:02:06
1600-DILPE,Female,0,No,No,12,Yes,DSL,Month-to-month,Bank transfer (automatic),45.0,524.35,0,0.5794831671110175,1,MEDIUM RISK,2026-08-30 13:02:06
0536-ESJEP,Male,0,Yes,No,54,Yes,DSL,Two year,Bank transfer (automatic),74.55,4191.45,0,0.07592818712036714,0,LOW RISK,2026-08-30 13:02:06
4654-GGUII,Female,0,No,No,18,No,DSL,One year,Mailed check,40.2,711.95,0,0.19460129447342336,0,LOW RISK,2026-08-30 13:02:06
6478-HRRCZ,Male,0,Yes,No,32,Yes,DSL,One year,Mailed check,70.5,2201.75,0,0.0852442990246845,0,LOW RISK,2026-08-30 13:02:06
8510-BBWMU,Female,0,No,No,41,Yes,No,One year,Mailed check,19.75,806.95,0,0.06907779000505974,0,LOW RISK,2026-08-30 13:02:06
6857-TKDJV,Male,0,Yes,Yes,67,Yes,No,Two year,Bank transfer (automatic),24.65,1620.45,0,0.015897484742748824,0,LOW RISK,2026-08-30 13:02:06
2360-RDGRO,Male,0,Yes,No,65,Yes,Fiber optic,Month-to-month,Electronic check,104.25,6812.95,0,0.6570899268552022,1,MEDIUM RISK,2026-08-30 13:02:06
0584-BJQGZ,Female,0,No,No,25,Yes,DSL,Month-to-month,Bank transfer (automatic),78.35,1837.9,0,0.3080744735358148,0,LOW RISK,2026-08-30 13:02:06
5134-IKDAY,Female,0,Yes,Yes,1,Yes,Fiber optic,Month-to-month,Electronic check,69.8,69.8,1,0.8483216885957091,1,HIGH RISK,2026-08-30 13:02:06
1360-XFJMR,Female,0,Yes,No,67,Yes,Fiber optic,One year,Credit card (automatic),109.7,7344.45,0,0.356425722509661,0,LOW RISK,2026-08-30 13:02:06
3070-DVEYC,Male,1,No,No,7,Yes,Fiber optic,Month-to-month,Mailed check,73.75,545.15,1,0.8191912967763918,1,HIGH RISK,2026-08-30 13:02:06
5730-RIITO,Female,1,No,No,43,No,DSL,Month-to-month,Credit card (automatic),33.45,1500.25,0,0.27569787156846104,0,LOW RISK,2026-08-30 13:02:06
9058-MJLZC,Female,0,No,No,24,Yes,Fiber optic,Month-to-month,Electronic check,94.6,2283.15,0,0.7193293060158612,1,HIGH RISK,2026-08-30 13:02:06
5707-ORNDZ,Male,1,No,No,9,Yes,DSL,Month-to-month,Electronic check,54.55,494.05,1,0.6510448122424695,1,MEDIUM RISK,2026-08-30 13:02:06
0902-XKXPN,Male,0,Yes,Yes,69,Yes,No,Two year,Bank transfer (automatic),20.2,1376.5,0,0.010645137811632972,0,LOW RISK,2026-08-30 13:02:06
5177-RVZNU,Female,0,No,Yes,37,Yes,No,One year,Bank transfer (automatic),20.3,755.4,0,0.044986281447783764,0,LOW RISK,2026-08-30 13:02:06
0056-EPFBG,Male,0,Yes,Yes,20,No,DSL,Two year,Credit card (automatic),39.4,825.4,0,0.09212309848844438,0,LOW RISK,2026-08-30 13:02:06
8993-IZEUX,Male,0,No,No,7,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),69.15,488.65,0,0.7265798333712233,1,HIGH RISK,2026-08-30 13:02:06
8696-JKZNU,Female,1,No,No,37,Yes,Fiber optic,Month-to-month,Electronic check,76.25,2841.55,1,0.7043064375318223,1,HIGH RISK,2026-08-30 13:02:06
5380-AFSSK,Female,0,No,No,5,Yes,Fiber optic,Month-to-month,Mailed check,93.9,486.85,1,0.9130240082657306,1,HIGH RISK,2026-08-30 13:02:06
8190-ZTQFB,Male,0,No,No,41,No,DSL,One year,Electronic check,51.35,2075.1,0,0.4238784360867084,0,MEDIUM RISK,2026-08-30 13:02:06
0931-MHTEM,Female,0,No,No,54,Yes,Fiber optic,One year,Credit card (automatic),100.05,5299.65,0,0.34847915134690305,0,LOW RISK,2026-08-30 13:02:06
2055-PDADH,Female,1,No,No,3,Yes,Fiber optic,Month-to-month,Electronic check,70.4,204.7,1,0.8774120175270579,1,HIGH RISK,2026-08-30 13:02:06
7515-LODFU,Male,1,No,No,69,Yes,No,Two year,Credit card (automatic),20.3,1356.3,0,0.015259579134058331,0,LOW RISK,2026-08-30 13:02:06
0440-UEDAI,Female,0,No,No,53,Yes,Fiber optic,One year,Credit card (automatic),94.45,5042.75,0,0.315063165678945,0,LOW RISK,2026-08-30 13:02:06
1337-BOZWO,Male,0,Yes,Yes,18,No,DSL,One year,Credit card (automatic),46.4,812.4,0,0.27109186699932275,0,LOW RISK,2026-08-30 13:02:06
0868-VJRDR,Male,0,Yes,No,64,Yes,Fiber optic,Two year,Credit card (automatic),104.05,6605.55,0,0.12439266381237171,0,LOW RISK,2026-08-30 13:02:06
8714-EUHJO,Female,0,Yes,Yes,31,Yes,Fiber optic,Month-to-month,Electronic check,91.15,2995.45,1,0.7283354068560237,1,HIGH RISK,2026-08-30 13:02:06
6344-SFJVH,Female,0,No,No,20,No,DSL,Month-to-month,Credit card (automatic),24.9,505.95,0,0.4131143398991075,0,MEDIUM RISK,2026-08-30 13:02:06
3950-VPYJB,Male,0,Yes,Yes,57,Yes,DSL,One year,Mailed check,59.6,3509.4,0,0.04951099691990521,0,LOW RISK,2026-08-30 13:02:06
8041-TMEID,Male,1,Yes,No,63,Yes,Fiber optic,Two year,Credit card (automatic),108.5,6991.9,0,0.18966296409714775,0,LOW RISK,2026-08-30 13:02:06
7321-ZNSLA,Male,0,Yes,Yes,13,No,DSL,Two year,Mailed check,40.55,590.35,0,0.07467246538884079,0,LOW RISK,2026-08-30 13:02:06
6941-KXRRV,Female,1,Yes,No,48,Yes,DSL,One year,Bank transfer (automatic),58.95,2789.7,0,0.17993884099151328,0,LOW RISK,2026-08-30 13:02:06
3721-CNEYS,Female,0,No,No,2,Yes,Fiber optic,Month-to-month,Electronic check,70.95,137.95,1,0.8621969983463885,1,HIGH RISK,2026-08-30 13:02:06
8727-JQFHV,Male,0,Yes,Yes,57,Yes,No,Two year,Mailed check,20.75,1123.15,0,0.01748063201105147,0,LOW RISK,2026-08-30 13:02:06
9475-NNDGC,Male,0,Yes,No,71,Yes,Fiber optic,One year,Bank transfer (automatic),113.15,7953.25,0,0.3121682176858853,0,LOW RISK,2026-08-30 13:02:06
1355-KUSBG,Female,0,Yes,Yes,7,Yes,DSL,Month-to-month,Electronic check,48.8,349.8,0,0.6725751415743573,1,MEDIUM RISK,2026-08-30 13:02:06
3688-FTHLT,Female,0,No,No,16,Yes,DSL,Month-to-month,Bank transfer (automatic),63.05,1067.05,0,0.5927575096054334,1,MEDIUM RISK,2026-08-30 13:02:06
0899-LIIBW,Male,0,Yes,No,34,Yes,Fiber optic,Month-to-month,Electronic check,100.85,3527.3,0,0.7712801810312068,1,HIGH RISK,2026-08-30 13:02:06
2568-OIADY,Female,0,Yes,No,37,Yes,Fiber optic,Month-to-month,Electronic check,99.5,3762.0,1,0.8099312256168473,1,HIGH RISK,2026-08-30 13:02:06
1384-RCUXW,Male,0,No,No,16,Yes,Fiber optic,Month-to-month,Mailed check,80.55,1248.9,0,0.6879207998671341,1,MEDIUM RISK,2026-08-30 13:02:06
5825-XJOCM,Male,0,No,Yes,48,Yes,DSL,One year,Bank transfer (automatic),64.4,3035.35,0,0.09377676378444962,0,LOW RISK,2026-08-30 13:02:06
6848-YLDFR,Male,0,Yes,Yes,58,Yes,DSL,One year,Credit card (automatic),75.2,4300.8,0,0.12074393411991036,0,LOW RISK,2026-08-30 13:02:06
8125-QPFJD,Female,0,Yes,No,72,Yes,DSL,Two year,Bank transfer (automatic),84.9,6065.3,0,0.04695377601217216,0,LOW RISK,2026-08-30 13:02:06
2320-YKQBO,Female,0,No,No,7,Yes,No,Month-to-month,Mailed check,19.3,144.95,0,0.3398400308352145,0,LOW RISK,2026-08-30 13:02:06
1193-RTSLK,Female,0,No,No,38,Yes,Fiber optic,Month-to-month,Credit card (automatic),83.9,3233.6,1,0.39509253127367905,0,LOW RISK,2026-08-30 13:02:06
2302-ANTDP,Female,1,Yes,No,48,Yes,Fiber optic,Month-to-month,Electronic check,117.45,5438.9,1,0.512698709461136,1,MEDIUM RISK,2026-08-30 13:02:06
5923-GXUOC,Male,0,No,No,10,Yes,Fiber optic,Month-to-month,Electronic check,104.4,1081.45,1,0.8550283512815712,1,HIGH RISK,2026-08-30 13:02:06
4973-RLZVI,Female,0,No,No,30,Yes,DSL,One year,Credit card (automatic),74.65,2308.6,0,0.0874212436645414,0,LOW RISK,2026-08-30 13:02:06
7869-ZYDST,Male,0,Yes,No,31,Yes,DSL,Month-to-month,Credit card (automatic),59.05,1882.8,0,0.53820113054111,1,MEDIUM RISK,2026-08-30 13:02:06
4501-UYKBC,Female,1,No,No,46,Yes,DSL,One year,Credit card (automatic),69.1,3255.35,0,0.17141285185435923,0,LOW RISK,2026-08-30 13:02:06
1215-EXRMO,Male,0,Yes,No,50,Yes,No,Two year,Mailed check,20.55,1067.65,0,0.028515225769436544,0,LOW RISK,2026-08-30 13:02:06
2305-MRGLV,Male,0,Yes,No,28,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),76.55,2065.4,0,0.42994480501732646,0,MEDIUM RISK,2026-08-30 13:02:06
8404-VIOMB,Female,0,No,No,66,No,DSL,Two year,Bank transfer (automatic),62.5,4136.4,0,0.06919179616721646,0,LOW RISK,2026-08-30 13:02:06
5233-GEEAX,Male,1,No,No,8,No,DSL,Month-to-month,Electronic check,29.4,221.9,1,0.8086828115971186,1,HIGH RISK,2026-08-30 13:02:06
2359-KLTEK,Female,0,Yes,Yes,41,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),94.9,3848.0,0,0.5899301022647733,1,MEDIUM RISK,2026-08-30 13:02:06
5304-EFJLP,Male,1,Yes,No,72,Yes,Fiber optic,Two year,Bank transfer (automatic),111.65,8022.85,0,0.19389170561317307,0,LOW RISK,2026-08-30 13:02:06
2673-ZALNP,Female,0,No,No,7,Yes,No,One year,Mailed check,19.9,173.15,0,0.19703489199315458,0,LOW RISK,2026-08-30 13:02:06
9184-GALIL,Female,0,Yes,Yes,38,Yes,No,Month-to-month,Mailed check,20.45,781.25,0,0.09340887131625332,0,LOW RISK,2026-08-30 13:02:06
4393-RYCRE,Male,0,No,No,44,Yes,Fiber optic,One year,Electronic check,106.05,4510.8,0,0.40229210440685276,0,MEDIUM RISK,2026-08-30 13:02:06
9746-MDMBK,Male,0,Yes,Yes,47,Yes,Fiber optic,One year,Bank transfer (automatic),113.45,5317.8,0,0.2749113051360606,0,LOW RISK,2026-08-30 13:02:06
3162-ZJZFU,Male,0,Yes,Yes,53,Yes,Fiber optic,Month-to-month,Electronic check,92.55,4779.45,0,0.5165097912694432,1,MEDIUM RISK,2026-08-30 13:02:06
8404-GFGCZ,Male,0,Yes,No,4,Yes,DSL,Month-to-month,Electronic check,65.6,250.1,0,0.7320681195642478,1,HIGH RISK,2026-08-30 13:02:06
8875-AKBYH,Male,1,No,No,20,Yes,Fiber optic,Month-to-month,Electronic check,84.35,1745.2,0,0.8364125849956928,1,HIGH RISK,2026-08-30 13:02:06
4432-ADRLB,Male,0,No,No,2,Yes,DSL,Month-to-month,Mailed check,44.65,74.9,1,0.6012582754520717,1,MEDIUM RISK,2026-08-30 13:02:06
0533-UCAAU,Male,1,Yes,No,57,Yes,DSL,One year,Credit card (automatic),71.1,4140.1,0,0.21345077652139946,0,LOW RISK,2026-08-30 13:02:06
1394-SUIUH,Female,1,Yes,No,44,Yes,Fiber optic,Month-to-month,Electronic check,85.15,3670.5,0,0.3984062727024399,0,LOW RISK,2026-08-30 13:02:06
3521-MNKLV,Male,0,No,No,24,Yes,DSL,Month-to-month,Mailed check,49.7,1167.8,0,0.39329195030595865,0,LOW RISK,2026-08-30 13:02:06
2533-TIBIX,Male,0,Yes,Yes,15,No,DSL,Month-to-month,Bank transfer (automatic),30.2,469.65,0,0.41066807499080554,0,MEDIUM RISK,2026-08-30 13:02:06
8993-PHFWD,Female,0,No,No,3,No,DSL,Month-to-month,Electronic check,25.25,58.9,1,0.7426543084261248,1,HIGH RISK,2026-08-30 13:02:06
1565-RHDJD,Female,0,No,Yes,4,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),84.05,333.55,1,0.7377456058609512,1,HIGH RISK,2026-08-30 13:02:06
7137-RYLPP,Male,1,Yes,No,37,Yes,Fiber optic,Month-to-month,Electronic check,85.7,3171.15,1,0.7769722417736074,1,HIGH RISK,2026-08-30 13:02:06
3765-JXVKY,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Electronic check,74.7,74.7,1,0.854594543166484,1,HIGH RISK,2026-08-30 13:02:06
5092-STPKP,Female,0,No,No,24,Yes,DSL,Month-to-month,Credit card (automatic),56.35,1381.2,0,0.18240381366352285,0,LOW RISK,2026-08-30 13:02:06
7330-WZLNC,Female,0,No,No,5,Yes,Fiber optic,Month-to-month,Electronic check,90.8,455.5,1,0.9009742762794698,1,HIGH RISK,2026-08-30 13:02:06
0114-PEGZZ,Female,0,No,No,33,Yes,Fiber optic,Month-to-month,Electronic check,107.55,3645.5,0,0.7391261729109017,1,HIGH RISK,2026-08-30 13:02:06
3359-DSRKA,Female,0,Yes,Yes,58,Yes,No,Two year,Mailed check,19.85,1158.85,0,0.023502876011605958,0,LOW RISK,2026-08-30 13:02:06
8639-NHQEI,Female,0,Yes,Yes,72,Yes,Fiber optic,Two year,Bank transfer (automatic),95.9,6954.15,0,0.09293014515304034,0,LOW RISK,2026-08-30 13:02:06
7161-DFHUF,Female,0,Yes,No,71,Yes,No,Two year,Mailed check,23.85,1672.1,0,0.017336385080766275,0,LOW RISK,2026-08-30 13:02:06
3957-LXOLK,Female,1,No,No,28,Yes,Fiber optic,Month-to-month,Electronic check,106.15,3152.5,1,0.8534232740777922,1,HIGH RISK,2026-08-30 13:02:06
3720-DBRWL,Male,0,Yes,No,51,Yes,DSL,Two year,Credit card (automatic),83.85,4307.1,0,0.0683425764204152,0,LOW RISK,2026-08-30 13:02:06
6635-MYYYZ,Female,0,No,No,30,Yes,DSL,One year,Bank transfer (automatic),85.35,2530.4,1,0.11184982036932348,0,LOW RISK,2026-08-30 13:02:06
8565-WUXZU,Male,1,Yes,No,72,Yes,Fiber optic,Two year,Credit card (automatic),84.8,6141.65,0,0.05973474239687689,0,LOW RISK,2026-08-30 13:02:06
5281-BUZGT,Male,1,No,No,36,Yes,Fiber optic,Month-to-month,Electronic check,90.85,3186.7,1,0.7051891694361768,1,HIGH RISK,2026-08-30 13:02:06
4994-OBRSZ,Male,0,No,Yes,14,Yes,DSL,Two year,Bank transfer (automatic),76.1,1054.8,0,0.047724087608564746,0,LOW RISK,2026-08-30 13:02:06
0562-FGDCR,Female,0,Yes,Yes,72,Yes,DSL,Two year,Mailed check,74.55,5430.65,0,0.017960857563235646,0,LOW RISK,2026-08-30 13:02:06
2436-QBZFP,Female,0,Yes,Yes,22,No,DSL,Month-to-month,Electronic check,39.2,849.9,0,0.491646834757974,0,MEDIUM RISK,2026-08-30 13:02:06
3420-YJLQT,Female,0,No,No,2,Yes,Fiber optic,Month-to-month,Electronic check,79.55,151.75,0,0.8431532674768112,1,HIGH RISK,2026-08-30 13:02:06
6040-CGACY,Female,0,No,No,15,Yes,No,Month-to-month,Mailed check,19.6,299.4,0,0.19790821570386755,0,LOW RISK,2026-08-30 13:02:06
6582-PLFUU,Male,0,Yes,Yes,51,Yes,No,Two year,Credit card (automatic),19.55,1086.75,0,0.02247164904712492,0,LOW RISK,2026-08-30 13:02:06
8242-PDSGJ,Male,0,Yes,No,70,No,DSL,Two year,Credit card (automatic),39.15,2692.75,0,0.036906440735179444,0,LOW RISK,2026-08-30 13:02:06
0264-CNITK,Female,0,Yes,Yes,71,Yes,No,Two year,Bank transfer (automatic),20.1,1389.6,0,0.009593048598913839,0,LOW RISK,2026-08-30 13:02:06
0089-IIQKO,Female,0,Yes,Yes,39,Yes,Fiber optic,Month-to-month,Credit card (automatic),99.95,3767.4,0,0.6147669406631024,1,MEDIUM RISK,2026-08-30 13:02:06
7839-NUIAA,Female,0,Yes,Yes,61,Yes,DSL,Month-to-month,Electronic check,59.8,3641.5,0,0.1880739725996287,0,LOW RISK,2026-08-30 13:02:06
6075-QMNRR,Female,0,No,No,52,Yes,DSL,Month-to-month,Bank transfer (automatic),49.75,2535.55,0,0.22611627179866325,0,LOW RISK,2026-08-30 13:02:06
5378-IKEEG,Female,0,No,No,1,No,DSL,Month-to-month,Electronic check,35.75,35.75,1,0.8568184526417824,1,HIGH RISK,2026-08-30 13:02:06
5966-EMAZU,Male,0,Yes,No,64,Yes,Fiber optic,One year,Mailed check,108.5,6880.85,0,0.3368166405666358,0,LOW RISK,2026-08-30 13:02:06
0440-EKDCF,Male,0,Yes,No,62,Yes,DSL,Two year,Credit card (automatic),60.15,3753.2,0,0.04631093999389469,0,LOW RISK,2026-08-30 13:02:06
4774-HHGGS,Male,0,Yes,No,30,Yes,No,Two year,Mailed check,19.05,637.55,0,0.03771456329725651,0,LOW RISK,2026-08-30 13:02:06
2718-GAXQD,Female,1,Yes,Yes,4,Yes,DSL,Month-to-month,Electronic check,46.0,181.6,1,0.6556100730860946,1,MEDIUM RISK,2026-08-30 13:02:06
2055-BFOCC,Male,1,Yes,No,63,Yes,DSL,One year,Bank transfer (automatic),84.0,5329.55,0,0.10708400504549644,0,LOW RISK,2026-08-30 13:02:06
8180-AKMJV,Female,0,No,No,1,Yes,DSL,Month-to-month,Credit card (automatic),44.55,44.55,0,0.6859278231162032,1,MEDIUM RISK,2026-08-30 13:02:06
4298-OYIFC,Male,0,Yes,No,15,Yes,Fiber optic,Month-to-month,Electronic check,103.45,1539.8,0,0.8506104521118878,1,HIGH RISK,2026-08-30 13:02:06
5566-SOEZD,Male,0,Yes,Yes,27,Yes,Fiber optic,One year,Credit card (automatic),80.65,2209.75,0,0.2697155600747757,0,LOW RISK,2026-08-30 13:02:06
9842-EFSYY,Female,0,No,Yes,4,No,DSL,Month-to-month,Mailed check,57.2,223.75,0,0.7318448845262433,1,HIGH RISK,2026-08-30 13:02:06
2272-WUSPA,Female,0,Yes,No,72,Yes,Fiber optic,Two year,Electronic check,110.75,7751.7,0,0.21244357603578282,0,LOW RISK,2026-08-30 13:02:06
4584-LBNMK,Male,1,Yes,No,45,Yes,No,One year,Credit card (automatic),24.7,1174.35,0,0.07098349093539084,0,LOW RISK,2026-08-30 13:02:06
3898-GUYTS,Female,1,No,No,45,Yes,Fiber optic,Month-to-month,Electronic check,97.05,4385.05,0,0.5529265004239742,1,MEDIUM RISK,2026-08-30 13:02:06
0930-EHUZA,Female,0,No,No,36,Yes,DSL,One year,Mailed check,76.35,2606.35,0,0.09425684373723472,0,LOW RISK,2026-08-30 13:02:06
6413-XKKPU,Male,0,Yes,Yes,17,Yes,Fiber optic,Month-to-month,Electronic check,89.4,1539.45,1,0.6752822889314549,1,MEDIUM RISK,2026-08-30 13:02:06
9975-SKRNR,Male,0,No,No,1,Yes,No,Month-to-month,Mailed check,18.9,18.9,0,0.4011513696609281,0,MEDIUM RISK,2026-08-30 13:02:06
3703-KBKZP,Male,1,No,No,16,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),74.45,1261.35,0,0.7465664342996026,1,HIGH RISK,2026-08-30 13:02:06
1449-XQEMT,Male,0,No,No,3,Yes,No,Month-to-month,Mailed check,19.8,58.15,1,0.46232331355665685,0,MEDIUM RISK,2026-08-30 13:02:06
2626-URJFX,Male,0,Yes,Yes,4,Yes,DSL,Month-to-month,Electronic check,50.9,225.6,1,0.7654884890544932,1,HIGH RISK,2026-08-30 13:02:06
4973-MGTON,Female,0,Yes,No,71,Yes,DSL,Two year,Credit card (automatic),84.4,5969.3,0,0.03334899285775325,0,LOW RISK,2026-08-30 13:02:06
3682-YEUWS,Male,0,Yes,Yes,10,Yes,No,Month-to-month,Mailed check,24.4,253.9,0,0.4295471729318243,0,MEDIUM RISK,2026-08-30 13:02:06
1223-UNPKS,Male,0,Yes,Yes,20,Yes,No,Two year,Mailed check,20.05,400.0,0,0.03591266203182594,0,LOW RISK,2026-08-30 13:02:06
2612-RRIDN,Male,0,No,No,4,Yes,Fiber optic,Month-to-month,Electronic check,81.0,340.85,1,0.8913316109916332,1,HIGH RISK,2026-08-30 13:02:06
4735-ASGMA,Male,0,No,No,26,Yes,Fiber optic,Month-to-month,Electronic check,98.35,2515.3,1,0.8585553281966735,1,HIGH RISK,2026-08-30 13:02:06
3446-QDSZF,Female,0,No,No,4,Yes,DSL,Month-to-month,Credit card (automatic),55.5,227.35,0,0.646764348115844,1,MEDIUM RISK,2026-08-30 13:02:06
3669-LVWZB,Male,0,No,No,5,No,DSL,Month-to-month,Mailed check,51.0,305.95,1,0.8230658627347994,1,HIGH RISK,2026-08-30 13:02:06
6892-EZDTG,Female,0,Yes,No,4,Yes,Fiber optic,Month-to-month,Electronic check,91.65,365.4,1,0.9055544700380217,1,HIGH RISK,2026-08-30 13:02:06
5117-IFGPS,Male,1,Yes,No,29,Yes,Fiber optic,Month-to-month,Electronic check,84.3,2357.75,0,0.8240268544872106,1,HIGH RISK,2026-08-30 13:02:06
7379-FNIUJ,Male,0,No,No,2,Yes,Fiber optic,Month-to-month,Electronic check,100.2,198.5,0,0.8380004590107827,1,HIGH RISK,2026-08-30 13:02:06
1627-AFWVJ,Female,0,No,No,29,Yes,No,Two year,Mailed check,19.4,554.25,0,0.03628200397841046,0,LOW RISK,2026-08-30 13:02:06
9725-SCPZG,Male,0,No,Yes,1,Yes,Fiber optic,Month-to-month,Electronic check,90.85,90.85,1,0.9092571208191653,1,HIGH RISK,2026-08-30 13:02:06
5884-GCYMI,Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Mailed check,69.4,69.4,1,0.7747467904948465,1,HIGH RISK,2026-08-30 13:02:06
3217-FZDMN,Female,1,No,No,8,Yes,Fiber optic,Month-to-month,Credit card (automatic),94.45,742.95,1,0.8897011967131118,1,HIGH RISK,2026-08-30 13:02:06
4486-EFAEB,Male,0,No,No,13,Yes,No,Month-to-month,Electronic check,20.4,251.65,0,0.3500877406449168,0,LOW RISK,2026-08-30 13:02:06
0060-FUALY,Female,0,Yes,No,59,Yes,Fiber optic,Month-to-month,Electronic check,94.75,5597.65,0,0.5823083805315834,1,MEDIUM RISK,2026-08-30 13:02:06
7853-GVUDZ,Female,0,Yes,Yes,1,Yes,No,Month-to-month,Credit card (automatic),20.15,20.15,1,0.4266497004943908,0,MEDIUM RISK,2026-08-30 13:02:06
7480-QNVZJ,Male,1,No,No,50,Yes,Fiber optic,Month-to-month,Electronic check,95.7,4816.7,1,0.8329825721944719,1,HIGH RISK,2026-08-30 13:02:06
6954-OOYZZ,Male,0,Yes,No,18,Yes,DSL,Month-to-month,Bank transfer (automatic),44.35,768.05,0,0.4423435256790158,0,MEDIUM RISK,2026-08-30 13:02:06
7088-FBAWU,Female,0,Yes,Yes,17,Yes,DSL,Month-to-month,Mailed check,74.55,1215.8,0,0.2834173120408424,0,LOW RISK,2026-08-30 13:02:06
8313-AFGBW,Male,0,Yes,No,47,Yes,DSL,Two year,Electronic check,73.6,3522.65,0,0.08961927422153823,0,LOW RISK,2026-08-30 13:02:06
3943-KDREE,Female,0,No,No,26,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),74.95,1834.95,1,0.6646676509361507,1,MEDIUM RISK,2026-08-30 13:02:06
9239-ZBZZV,Female,0,No,No,6,No,DSL,Month-to-month,Electronic check,47.95,305.1,1,0.8798565947418945,1,HIGH RISK,2026-08-30 13:02:06
3097-IDVPU,Male,0,Yes,Yes,19,Yes,DSL,Month-to-month,Credit card (automatic),50.1,910.45,0,0.3767709432370111,0,LOW RISK,2026-08-30 13:02:06
4398-HSCJH,Female,0,No,No,3,Yes,DSL,Month-to-month,Electronic check,63.6,155.65,1,0.7954828411292422,1,HIGH RISK,2026-08-30 13:02:06
2197-OMWGI,Female,1,Yes,Yes,68,No,DSL,Two year,Electronic check,53.0,3656.25,0,0.15788180108384575,0,LOW RISK,2026-08-30 13:02:06
2303-PJYHN,Female,0,Yes,No,2,Yes,No,Month-to-month,Bank transfer (automatic),19.85,52.0,0,0.3840937258379109,0,LOW RISK,2026-08-30 13:02:06
9795-VOWON,Male,0,No,No,7,No,DSL,One year,Credit card (automatic),24.35,150.85,0,0.5480830260603207,1,MEDIUM RISK,2026-08-30 13:02:06
1237-WIYYZ,Female,0,No,No,18,Yes,No,Month-to-month,Mailed check,19.55,389.25,0,0.2382293531608359,0,LOW RISK,2026-08-30 13:02:06
1987-AUELQ,Female,0,Yes,No,71,Yes,No,Two year,Credit card (automatic),25.05,1873.7,0,0.016991479245287575,0,LOW RISK,2026-08-30 13:02:06
7852-LECYP,Male,1,Yes,No,13,Yes,Fiber optic,Month-to-month,Credit card (automatic),93.8,1261.0,0,0.6778926543683454,1,MEDIUM RISK,2026-08-30 13:02:06
4430-UZIPO,Male,0,No,No,3,No,DSL,Month-to-month,Mailed check,36.85,108.7,1,0.6586772370095313,1,MEDIUM RISK,2026-08-30 13:02:06
4822-LPTYJ,Male,0,Yes,No,72,Yes,Fiber optic,Two year,Bank transfer (automatic),103.75,7346.2,0,0.21588271204136134,0,LOW RISK,2026-08-30 13:02:06
8165-CBKXO,Male,0,Yes,Yes,66,No,DSL,Two year,Credit card (automatic),56.75,3708.4,0,0.1029356092817844,0,LOW RISK,2026-08-30 13:02:06
6527-PZFPV,Male,0,Yes,Yes,24,Yes,No,One year,Credit card (automatic),20.8,469.65,0,0.08755239968267196,0,LOW RISK,2026-08-30 13:02:06
4855-SNKMY,Female,0,No,No,1,Yes,DSL,Month-to-month,Electronic check,44.1,44.1,1,0.7604084057905148,1,HIGH RISK,2026-08-30 13:02:06
9593-CVZKR,Female,0,Yes,Yes,56,Yes,No,Two year,Mailed check,24.45,1385.85,0,0.034797478628287117,0,LOW RISK,2026-08-30 13:02:06
8595-SIZNC,Female,1,Yes,No,22,Yes,No,One year,Bank transfer (automatic),25.6,548.8,0,0.12134579236095727,0,LOW RISK,2026-08-30 13:02:06
8008-HAWED,Male,0,No,No,14,No,DSL,Month-to-month,Electronic check,50.75,712.75,1,0.7792210083532639,1,HIGH RISK,2026-08-30 13:02:06
7124-UGSUR,Female,1,Yes,No,61,Yes,Fiber optic,One year,Credit card (automatic),104.4,6405.0,1,0.5138381332528636,1,MEDIUM RISK,2026-08-30 13:02:06
1862-SKORY,Female,1,Yes,No,40,No,DSL,Month-to-month,Electronic check,39.3,1637.4,1,0.5529687029170245,1,MEDIUM RISK,2026-08-30 13:02:06
5236-XMZJY,Female,0,No,No,42,Yes,DSL,Month-to-month,Bank transfer (automatic),59.65,2536.55,0,0.14279891557143004,0,LOW RISK,2026-08-30 13:02:06
